sector,school_name,suburb,postcode,phone,public_email,contact_form_url,website_url,source_directory_url,last_verified_date,lat,lon,website_checked
catholic,Corpus Christi Catholic School,Bellerive,7018,,office.ccs@catholic.tas.edu.au,mailto:office.ccs@catholic.tas.edu.au?subject=General%20Enquiry,http://www.corpuschristi.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.871256,147.371473,true
independent,Fahan School,Sandy Bay,7005,,,http://www.fahan.tas.edu.au/contact,http://www.fahan.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.91615827,147.35276438,true
independent,Geneva Christian College,Latrobe,7307,,office@geneva.tas.edu.au,https://www.geneva.tas.edu.au/,http://www.geneva.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.226741,146.438726,true
catholic,Holy Rosary Catholic School,Claremont,7011,,,http://www.holyrosary.tas.edu.au/site-search,http://www.holyrosary.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.789375,147.248306,true
catholic,Immaculate Heart of Mary Catholic School,Lenah Valley,7008,,,,http://www.ihms.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.865543,147.290159,true
independent,John Calvin School,Launceston,7250,,admin@jcs.tas.edu.au,http://www.jcs.tas.edu.au/contact,http://www.jcs.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.447919,147.144799,true
catholic,Larmenier Catholic School,St Leonards,7250,,larmenier@catholic.tas.edu.au,https://www.larmenier.tas.edu.au/site-search,https://www.larmenier.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.460784,147.194752,true
independent,Launceston Church Grammar School,Mowbray,7248,,junior@lcgs.tas.edu.au,https://www.lcgs.tas.edu.au/search-results,http://www.lcgs.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.408156,147.128813,true
catholic,St James Catholic College,Cygnet,7112,,,,http://www.sjcc.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-43.161812,147.075798,true
catholic,Our Lady of Lourdes Catholic School,Devonport,7310,,,http://www.ololshills.catholic.edu.au/contact-us,http://www.ololshills.catholic.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.18021,146.355196,true
catholic,Our Lady of Mercy Catholic School,Deloraine,7304,,,http://www.olom.tas.edu.au/site-search,http://www.olom.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.525172,146.64995,true
catholic,Sacred Heart Catholic School,Ulverstone,7315,,shu@catholic.tas.edu.au,http://www.shu.tas.edu.au/site-search,http://www.shu.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.155798,146.186851,true
catholic,Sacred Heart Catholic School,Geeveston,7116,,shg@catholic.tas.edu.au,http://www.shg.tas.edu.au/site-search,http://www.shg.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-43.165474,146.943967,true
catholic,St Anthony's Catholic School,Riverside,7250,,,,http://www.stanthonys.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.4062,147.095,true
catholic,St Peter Chanel Catholic School,Smithton,7330,,spc@catholic.tas.edu.au,http://stpeterchanel.tas.edu.au/site-search,http://stpeterchanel.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-40.845638,145.131883,true
catholic,St Brigid's Catholic School,New Norfolk,7140,,,http://www.stbrigidsnn.tas.edu.au/site-search,http://www.stbrigidsnn.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.78063,147.056171,true
catholic,St Brigid's Catholic School,Wynyard,7325,,,http://www.sbw.tas.edu.au/site-search,http://www.sbw.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-40.988286,145.726855,true
catholic,St Cuthbert's Catholic School,Lindisfarne,7015,,stcuthberts@catholic.tas.edu.au,http://www.stcuthberts.tas.edu.au,http://www.stcuthberts.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.843192,147.355348,true
catholic,St John's Catholic School,Richmond,7025,,stjohns@catholic.tas.edu.au,http://www.stjohns.tas.edu.au/site-search,http://www.stjohns.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.733415,147.441563,true
catholic,St Joseph's Catholic School,Rosebery,7470,,,http://www.stjosephsr.tas.edu.au/site-search,http://www.stjosephsr.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.780321,145.543953,true
catholic,St Joseph's Catholic School,Queenstown,7467,,stjosephsq@catholic.tas.edu.au,http://www.stjosephsq.tas.edu.au/site-search,http://www.stjosephsq.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.081342,145.559515,true
catholic,St Mary's College,Hobart,7000,,,,http://www.smc.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.881808,147.319687,true
catholic,St Patrick's Catholic School,Latrobe,7307,,,http://www.stpatslatrobe.tas.edu.au/site-search,http://www.stpatslatrobe.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.235575,146.418418,true
catholic,St Therese's Catholic School,Moonah,7009,,sttherese@catholic.tas.edu.au,http://www.sttherese.tas.edu.au/site-search,http://www.sttherese.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.846795,147.290228,true
independent,Hilliard Christian School,West Moonah,7009,,info@hilliard.tas.edu.au,https://hilliard.tas.edu.au/search,https://hilliard.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.853786,147.28761,true
catholic,Star of the Sea Catholic College,George Town,7253,,,,http://www.starsea.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.107781,146.829593,true
catholic,Stella Maris Catholic School,Burnie,7320,,stellamaris@catholic.tas.edu.au,http://stellamaris.tas.edu.au/site-search,http://stellamaris.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.051103,145.887728,true
independent,The Friends' School,North Hobart,7000,,,,http://www.friends.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.869285,147.313375,true
independent,The Hutchins School,Sandy Bay,7005,,info@hutchins.tas.edu.au,http://www.hutchins.tas.edu.au/search/,http://www.hutchins.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.905952,147.330242,true
independent,The Cottage School,Bellerive,7018,,admin@cottageschool.tas.edu.au,https://cottageschool.tas.edu.au/contact/book-a-tour,http://www.cottageschool.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.875405,147.367494,true
independent,Launceston Christian School,Riverside,7250,,,,http://www.lcs.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.401842,147.090571,true
independent,Leighland Christian School,Ulverstone,7315,,,https://www.leighland.tas.edu.au,http://www.leighland.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.153547,146.195067,true
independent,North West Christian School,Penguin,7316,,,https://northwestchristianschool.com.au/search,https://northwestchristianschool.com.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.123571,146.080384,true
independent,St Michael's Collegiate School,Hobart,7000,,collegiate@collegiate.tas.edu.au,https://collegiate.tas.edu.au/,http://www.collegiate.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.888185,147.323435,true
independent,Scotch Oakburn College,Newstead,7250,,,,http://www.soc.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.449213,147.168873,true
catholic,John Paul II Catholic School,Clarendon Vale,7019,,,,http://www.johnpaul.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.8945,147.447,true
independent,The Launceston Preparatory School,Launceston,7250,,admin@lps.tas.edu.au,,http://www.lps.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.4374,147.158,true
independent,Eastside Lutheran College,Warrane,7018,,admin@elc.tas.edu.au,http://www.elc.tas.edu.au/contact,http://www.elc.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.851645,147.383845,true
catholic,St Thomas More's Catholic School,Newstead,7250,,,,http://www.stm.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.44512,147.157534,true
catholic,St Paul's Catholic School,Bridgewater,7030,,,,http://www.stpauls.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.737339,147.247605,true
independent,Circular Head Christian School,Smithton,7330,,admin@chcs.tas.edu.au,https://www.chcs.tas.edu.au/contact/,http://www.chcs.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-40.8497,145.118,true
independent,Southern Christian College,Kingston,7050,,admin@scc.tas.edu.au,https://scc.tas.edu.au/contact,http://www.scc.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.990905,147.307777,true
government,Brooks High School,Rocherlea,7248,,,,https://brookshigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.37813391,147.12135989,true
government,Flinders Island District High School,Whitemark,7255,,,,https://flindersislanddistricthigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-40.11254151,148.03486284,true
government,Lilydale District School,Lilydale,7268,,,,https://lilydale.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.25251745,147.21598294,true
government,Ravenswood Heights Primary School,Ravenswood,7250,,,,https://ravenswoodheightsprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.41878768,147.17536832,true
government,Scottsdale High School,Scottsdale,7260,,,,https://scottsdalehigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.1546,147.51,true
government,Parklands High School,Romaine,7320,,,,https://parklandshigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.07905504,145.90176001,true
government,Reece High School,Devonport,7310,,,,https://reecehigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.189,146.352,true
government,Ulverstone Secondary College,Ulverstone,7315,,,,https://ulverstonesc.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.16325954,146.17082335,true
government,Wynyard High School,Wynyard,7325,,,,https://wynyardhigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-40.98627358,145.71764283,true
government,Cosgrove High School,Glenorchy,7010,,,,https://cosgrovehigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.83650615,147.28318696,true
government,Dover District School,Dover,7117,,,,https://doverdistrict.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-43.31008295,147.01303372,true
government,Geeveston Primary School,Geeveston,7116,,,,https://geevestonprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-43.16224412,146.92212626,true
government,Huonville High School,Huonville,7109,,,,https://huonvillehigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-43.02374508,147.04694878,true
government,Bayview Secondary College,Rokeby,7019,,,https://bayviewsc.education.tas.edu.au/contact-us/,https://bayviewsc.education.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.89719843,147.44500423,true
government,Bothwell District High School,Bothwell,7030,,,,https://bothwelldistricthigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.38402831,147.01571956,true
government,Deloraine High School,Deloraine,7304,,,,https://delorainehigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.52974888,146.66018027,true
